env_index,episode_steps,mode,repeat,termination,wall_seconds
0,1002,raw,0,terminated,0.05774766698596068
0,758,raw,0,terminated,0.04509266698732972
0,1022,raw,0,terminated,0.061457915988285094
0,1242,raw,0,terminated,0.07800954199046828
0,1055,raw,0,terminated,0.0611635829845909
0,1050,raw,0,terminated,0.05960845801746473
0,1202,raw,0,terminated,0.05953274999046698
0,1491,raw,0,terminated,0.07387320799170993
0,1778,raw,0,terminated,0.08202224998967722
0,547,raw,0,terminated,0.023279291985090822
0,665,raw,0,terminated,0.027783541998360306
0,827,raw,0,terminated,0.03407395799877122
0,1121,raw,0,terminated,0.04956970800412819
0,1163,raw,0,terminated,0.051967416977277026
0,1672,raw,0,terminated,0.07665783300762996
0,1028,raw,0,terminated,0.04428487500990741
0,1001,raw,0,terminated,0.04344287497224286
0,1463,raw,0,terminated,0.07807245801086538
0,995,raw,0,terminated,0.048144665983272716
0,1085,raw,0,terminated,0.06210075001581572
0,1425,raw,0,terminated,0.08324141701450571
0,1251,raw,0,terminated,0.06228958300198428
0,1025,raw,0,terminated,0.05360758298775181
0,922,raw,0,terminated,0.04495558299822733
0,766,raw,0,terminated,0.037433624995173886
0,1203,raw,0,terminated,0.06845762499142438
0,1300,raw,0,terminated,0.07179537499905564
0,1054,raw,0,terminated,0.05312629201216623
0,1422,raw,0,terminated,0.07378504198277369
0,1245,raw,0,terminated,0.0599181659927126
0,745,raw,0,terminated,0.03737199999159202
0,1021,raw,0,terminated,0.04998708300990984
0,903,raw,0,terminated,0.04483045800589025
0,1130,raw,0,terminated,0.0545063330209814
0,736,raw,0,terminated,0.03390591699280776
0,1151,raw,0,terminated,0.05175904100178741
0,1262,raw,0,terminated,0.05708462500479072
0,1018,raw,0,terminated,0.04181108399643563
0,911,raw,0,terminated,0.04057258297689259
0,884,raw,0,terminated,0.04006908301380463
0,898,raw,0,terminated,0.03912425000453368
0,1759,raw,0,terminated,0.08026337501360103
0,1235,raw,0,terminated,0.058731500001158565
0,740,raw,0,terminated,0.03468604199588299
0,1056,raw,0,terminated,0.048112417018273845
0,1045,raw,0,terminated,0.04572504200041294
0,953,raw,0,terminated,0.039473915996495634
0,665,raw,0,terminated,0.028263375017559156
0,963,raw,0,terminated,0.043006833002436906
0,897,raw,0,terminated,0.03996208298485726
0,1457,raw,0,terminated,0.0677166249952279
0,834,raw,0,terminated,0.03671229199972004
0,854,raw,0,terminated,0.036867666989564896
0,927,raw,0,terminated,0.04119204098242335
0,1436,raw,0,terminated,0.07887441699858755
0,1269,raw,0,terminated,0.056357417022809386
0,908,raw,0,terminated,0.04208470799494535
0,1346,raw,0,terminated,0.05974916601553559
0,633,raw,0,terminated,0.02661850000731647
0,893,raw,0,terminated,0.036506708012893796
0,1516,raw,0,terminated,0.06981466698925942
0,609,raw,0,terminated,0.02558966598007828
0,1725,raw,0,terminated,0.07555775000946596
0,1149,raw,0,terminated,0.049410417006583884
0,1120,raw,0,terminated,0.04796329198870808
0,890,raw,0,terminated,0.037704499991377816
0,760,raw,0,terminated,0.03237829200224951
0,1718,raw,0,terminated,0.07381187498685904
0,641,raw,0,terminated,0.02879275000304915
0,893,raw,0,terminated,0.038024208013666794
0,1321,raw,0,terminated,0.06224104200373404
0,2338,raw,0,terminated,0.11012333299731836
0,1057,raw,0,terminated,0.04674266601796262
0,706,raw,0,terminated,0.03174433298408985
0,729,raw,0,terminated,0.033963374997256324
0,932,raw,0,terminated,0.04182212500018068
0,657,raw,0,terminated,0.03077670797938481
0,650,raw,0,terminated,0.027392916003009304
0,1187,raw,0,terminated,0.05270775000099093
0,1052,raw,0,terminated,0.047181000001728535
0,1836,raw,0,terminated,0.08612120800535195
0,1228,raw,0,terminated,0.05811033397912979
0,746,raw,0,terminated,0.03445741700124927
0,1757,raw,0,terminated,0.08641595800872892
0,740,raw,0,terminated,0.03484379200381227
0,1545,raw,0,terminated,0.07709991701995023
0,1132,raw,0,terminated,0.05240466701798141
0,1418,raw,0,terminated,0.06864166600280441
0,893,raw,0,terminated,0.04459441700601019
0,955,raw,0,terminated,0.04857120799715631
0,1090,raw,0,terminated,0.05924504101858474
