env_index,episode_steps,mode,repeat,termination,wall_seconds
0,1275,raw,0,terminated,0.09259887499501929
0,1630,raw,0,terminated,0.10942399999476038
0,873,raw,0,terminated,0.05515370800276287
0,1144,raw,0,terminated,0.0740784159861505
0,1098,raw,0,terminated,0.07125304199871607
0,797,raw,0,terminated,0.04899758298415691
0,1410,raw,0,terminated,0.0815235830086749
0,907,raw,0,terminated,0.05300420799176209
0,850,raw,0,terminated,0.04802208297769539
0,995,raw,0,terminated,0.062062457989668474
0,1037,raw,0,terminated,0.06163112499052659
0,1172,raw,0,terminated,0.06841387500753626
0,725,raw,0,terminated,0.04721458299900405
0,814,raw,0,terminated,0.05506266700103879
0,1593,raw,0,terminated,0.12229454098269343
0,1031,raw,0,terminated,0.06534070800989866
0,878,raw,0,terminated,0.06278612499590963
0,678,raw,0,terminated,0.04990637500304729
0,1792,raw,0,terminated,0.13099516602233052
0,1132,raw,0,terminated,0.07988483301596716
0,933,raw,0,terminated,0.05578329201671295
0,1543,raw,0,terminated,0.10292645898880437
0,670,raw,0,terminated,0.04034083301667124
0,1388,raw,0,terminated,0.08684004200040363
0,973,raw,0,terminated,0.06488175000413321
0,1394,raw,0,terminated,0.09049945898004808
0,1304,raw,0,terminated,0.07921895899926312
0,505,raw,0,terminated,0.031194000010145828
0,1152,raw,0,terminated,0.07558329199673608
0,1104,raw,0,terminated,0.07492799998726696
0,1012,raw,0,terminated,0.06026733299950138
0,1170,raw,0,terminated,0.0704182920162566
0,841,raw,0,terminated,0.04619645798811689
0,1081,raw,0,terminated,0.06376841699238867
0,1179,raw,0,terminated,0.06844195901066996
0,1804,raw,0,terminated,0.10235800000373274
0,869,raw,0,terminated,0.05001033400185406
0,846,raw,0,terminated,0.04939433399704285
0,1237,raw,0,terminated,0.07217850000597537
0,631,raw,0,terminated,0.0368713750212919
0,898,raw,0,terminated,0.05363779200706631
0,893,raw,0,terminated,0.051162209012545645
0,784,raw,0,terminated,0.04599262500414625
0,2015,raw,0,terminated,0.1364085410023108
0,1444,raw,0,terminated,0.09326550000696443
0,1407,raw,0,terminated,0.08908020798116922
0,1516,raw,0,terminated,0.10712766699725762
0,903,raw,0,terminated,0.06313508399762213
0,1539,raw,0,terminated,0.11094329200568609
0,958,raw,0,terminated,0.06979337497614324
0,1024,raw,0,terminated,0.08258499999647029
0,1348,raw,0,terminated,0.11104583399719559
0,828,raw,0,terminated,0.06449750001775101
0,1305,raw,0,terminated,0.09648066700901836
0,1729,raw,0,terminated,0.11011429197969846
0,1099,raw,0,terminated,0.06903204199625179
0,2552,raw,0,terminated,0.17626312500215136
0,1218,raw,0,terminated,0.08012133298325352
0,1218,raw,0,terminated,0.08279916699393652
0,1550,raw,0,terminated,0.10804154200013727
0,1031,raw,0,terminated,0.06519608298549429
0,775,raw,0,terminated,0.04974583300645463
0,995,raw,0,terminated,0.05913650000002235
0,1519,raw,0,terminated,0.0902366669906769
0,958,raw,0,terminated,0.05978637497173622
0,912,raw,0,terminated,0.06232862500473857
0,1014,raw,0,terminated,0.06261799999629147
0,621,raw,0,terminated,0.04605904201162048
0,1754,raw,0,terminated,0.13280662498436868
0,1240,raw,0,terminated,0.08533962498768233
0,633,raw,0,terminated,0.04229516698978841
0,956,raw,0,terminated,0.06893024998134933
0,776,raw,0,terminated,0.05169449999812059
0,1513,raw,0,terminated,0.10101383298751898
0,801,raw,0,terminated,0.05338408300303854
0,931,raw,0,terminated,0.056446166010573506
0,1200,raw,0,terminated,0.07541162500274368
0,751,raw,0,terminated,0.049372042005416006
0,839,raw,0,terminated,0.05278199998429045
0,1202,raw,0,terminated,0.07309849999728613
0,1311,raw,0,terminated,0.0830612079880666
0,885,raw,0,terminated,0.05863233297714032
0,1217,raw,0,terminated,0.08232687501003966
0,885,raw,0,terminated,0.060418999986723065
0,919,raw,0,terminated,0.05862333401455544
0,968,raw,0,terminated,0.0626832919951994
0,930,raw,0,terminated,0.06771524998475797
0,992,raw,0,terminated,0.06096745899412781
0,1031,raw,0,terminated,0.0582799999974668
