env_index,episode_steps,mode,repeat,termination,wall_seconds
0,1002,raw,0,terminated,0.05212741601280868
0,758,raw,0,terminated,0.04008425000938587
0,1022,raw,0,terminated,0.05634999999892898
0,1242,raw,0,terminated,0.06829245801782236
0,1055,raw,0,terminated,0.05653733399230987
0,1050,raw,0,terminated,0.05410437498358078
0,1202,raw,0,terminated,0.06251637500827201
0,1491,raw,0,terminated,0.08204141599708237
