env_index,episode_steps,mode,repeat,termination,wall_seconds
0,1072,raw,0,terminated,0.062170667020836845
0,1529,raw,0,terminated,0.08166708401404321
0,1608,raw,0,terminated,0.08853091698256321
0,952,raw,0,terminated,0.05028324999148026
0,1219,raw,0,terminated,0.06974904099479318
0,1155,raw,0,terminated,0.06187074998160824
0,1371,raw,0,terminated,0.0741983329935465
0,1173,raw,0,terminated,0.06188054199446924
0,1216,raw,0,terminated,0.0659756249806378
0,1719,raw,0,terminated,0.10006354202050716
0,1049,raw,0,terminated,0.060073083004681394
0,1186,raw,0,terminated,0.07669104100205004
0,1324,raw,0,terminated,0.07117145898519084
0,808,raw,0,terminated,0.04374737502075732
0,963,raw,0,terminated,0.052216207986930385
0,654,raw,0,terminated,0.035766499990131706
0,1819,raw,0,terminated,0.1032154579879716
0,1240,raw,0,terminated,0.06873937501222827
0,918,raw,0,terminated,0.04916495899669826
0,870,raw,0,terminated,0.04353429199545644
0,769,raw,0,terminated,0.04004816699307412
0,1335,raw,0,terminated,0.07165804100804962
0,700,raw,0,terminated,0.036093874979997054
0,749,raw,0,terminated,0.03833170799771324
0,915,raw,0,terminated,0.04663854101090692
0,1011,raw,0,terminated,0.050698583014309406
0,1253,raw,0,terminated,0.06333500001346692
0,910,raw,0,terminated,0.04598183400230482
0,647,raw,0,terminated,0.03630362500553019
0,1404,raw,0,terminated,0.07678095801384188
0,1382,raw,0,terminated,0.07590745799825527
0,1051,raw,0,terminated,0.05334170800051652
0,906,raw,0,terminated,0.048910750017967075
0,995,raw,0,terminated,0.05163162501412444
0,661,raw,0,terminated,0.033620208996580914
0,919,raw,0,terminated,0.04802262500743382
0,911,raw,0,terminated,0.04594141698908061
0,912,raw,0,terminated,0.046107125002890825
0,1657,raw,0,terminated,0.08746395900379866
0,778,raw,0,terminated,0.03825133299687877
0,1034,raw,0,terminated,0.058897084003547207
0,1638,raw,0,terminated,0.08816204199683852
0,836,raw,0,terminated,0.04481791699072346
0,691,raw,0,terminated,0.03666816701297648
0,923,raw,0,terminated,0.05092358399997465
0,1309,raw,0,terminated,0.07764675002545118
0,792,raw,0,terminated,0.0550521670083981
0,1104,raw,0,terminated,0.07379108300665393
0,1525,raw,0,terminated,0.09395512499031611
0,1293,raw,0,terminated,0.08492437499808148
0,1604,raw,0,terminated,0.12050020802416839
0,2140,raw,0,terminated,0.1504240419890266
0,1055,raw,0,terminated,0.05812120798509568
0,1334,raw,0,terminated,0.07789462499204092
0,770,raw,0,terminated,0.04344229199341498
0,1453,raw,0,terminated,0.08468995901057497
0,843,raw,0,terminated,0.04449262499110773
0,1157,raw,0,terminated,0.06103429099312052
0,697,raw,0,terminated,0.037595875008264557
0,1330,raw,0,terminated,0.07590816699666902
0,1125,raw,0,terminated,0.06130916700931266
0,906,raw,0,terminated,0.04911487500066869
0,1232,raw,0,terminated,0.06710841599851847
0,1438,raw,0,terminated,0.08421574998646975
0,1044,raw,0,terminated,0.058627374994102865
0,1129,raw,0,terminated,0.05873870899085887
0,939,raw,0,terminated,0.048466957989148796
0,640,raw,0,terminated,0.03372158299316652
0,1265,raw,0,terminated,0.07259079199866392
0,675,raw,0,terminated,0.0372956249921117
0,1481,raw,0,terminated,0.08160654100356624
0,1350,raw,0,terminated,0.08061687499866821
0,1609,raw,0,terminated,0.09777337501873262
0,875,raw,0,terminated,0.049761999980546534
0,1853,raw,0,terminated,0.10390916699543595
0,760,raw,0,terminated,0.04117566699278541
0,720,raw,0,terminated,0.03725587500957772
0,825,raw,0,terminated,0.04048904200317338
0,896,raw,0,terminated,0.04482433298835531
0,751,raw,0,terminated,0.03893483299179934
0,1098,raw,0,terminated,0.05825262499274686
0,1615,raw,0,terminated,0.08892016700701788
0,598,raw,0,terminated,0.031506791012361646
0,1042,raw,0,terminated,0.055455499998060986
0,885,raw,0,terminated,0.04382299998542294
0,780,raw,0,terminated,0.03978474999894388
0,595,raw,0,terminated,0.029413624986773357
0,968,raw,0,terminated,0.049822417000541463
0,1189,raw,0,terminated,0.06323104200419039
0,1295,raw,0,terminated,0.06882779102306813
0,858,raw,0,terminated,0.0467654170060996
