env_index,episode_steps,mode,repeat,termination,wall_seconds
0,1275,raw,0,terminated,0.06452808401081711
0,1630,raw,0,terminated,0.07613283299724571
0,873,raw,0,terminated,0.038541916001122445
0,1144,raw,0,terminated,0.053402749996166676
0,1098,raw,0,terminated,0.05304391702520661
0,797,raw,0,terminated,0.03678708299412392
0,1410,raw,0,terminated,0.06217787499190308
0,907,raw,0,terminated,0.03795495899976231
0,850,raw,0,terminated,0.03428250001161359
0,995,raw,0,terminated,0.046628042007796466
0,1037,raw,0,terminated,0.0421220000134781
0,1172,raw,0,terminated,0.04906970899901353
0,725,raw,0,terminated,0.03119037498254329
0,814,raw,0,terminated,0.035771792026935145
0,1593,raw,0,terminated,0.07034920901060104
0,1031,raw,0,terminated,0.04384158400353044
0,878,raw,0,terminated,0.03957070902106352
0,678,raw,0,terminated,0.02985079202335328
0,1792,raw,0,terminated,0.08305920800194144
0,1132,raw,0,terminated,0.05144149999250658
0,933,raw,0,terminated,0.03930045900051482
0,1543,raw,0,terminated,0.06891899998299778
0,670,raw,0,terminated,0.02793104201555252
0,1388,raw,0,terminated,0.060874666000017896
0,973,raw,0,terminated,0.04387525000493042
0,1394,raw,0,terminated,0.06357012499938719
0,1304,raw,0,terminated,0.05795820799539797
0,505,raw,0,terminated,0.023695250012679026
0,1152,raw,0,terminated,0.05026983399875462
0,1104,raw,0,terminated,0.04577454199898057
0,1012,raw,0,terminated,0.04352712500258349
0,1170,raw,0,terminated,0.05260475000250153
0,841,raw,0,terminated,0.03514004099997692
0,1081,raw,0,terminated,0.04958291701041162
0,1179,raw,0,terminated,0.057272208010545
0,1804,raw,0,terminated,0.08114208400365897
0,869,raw,0,terminated,0.03780508300405927
0,846,raw,0,terminated,0.03738383299787529
0,1237,raw,0,terminated,0.0581266249937471
0,631,raw,0,terminated,0.02827887499006465
0,898,raw,0,terminated,0.038795792002929375
0,893,raw,0,terminated,0.03884299998753704
0,784,raw,0,terminated,0.03474875001120381
0,2015,raw,0,terminated,0.09418991699931212
0,1444,raw,0,terminated,0.06406895798863843
0,1407,raw,0,terminated,0.0628670830046758
0,1516,raw,0,terminated,0.07346241699997336
0,903,raw,0,terminated,0.03968200000235811
0,1539,raw,0,terminated,0.07166133300052024
0,958,raw,0,terminated,0.041210209019482136
0,1024,raw,0,terminated,0.04632104199845344
0,1348,raw,0,terminated,0.060320166987366974
0,828,raw,0,terminated,0.035408791998634115
0,1305,raw,0,terminated,0.06065412500174716
0,1729,raw,0,terminated,0.08219879199168645
0,1099,raw,0,terminated,0.04850362500292249
0,2552,raw,0,terminated,0.11404687497997656
0,1218,raw,0,terminated,0.06106845801696181
0,1218,raw,0,terminated,0.06608570899697952
0,1550,raw,0,terminated,0.07809312499011867
0,1031,raw,0,terminated,0.050266167003428563
0,775,raw,0,terminated,0.03590491699287668
0,995,raw,0,terminated,0.052553666988387704
0,1519,raw,0,terminated,0.07927495901822113
0,958,raw,0,terminated,0.05659883399493992
0,912,raw,0,terminated,0.04957075000857003
0,1014,raw,0,terminated,0.052941625006496906
0,621,raw,0,terminated,0.03519633298856206
0,1754,raw,0,terminated,0.09139650000724941
0,1240,raw,0,terminated,0.06201312498888001
0,633,raw,0,terminated,0.030005375010659918
0,956,raw,0,terminated,0.04753658300614916
0,776,raw,0,terminated,0.035803374979877844
0,1513,raw,0,terminated,0.07234316700487398
0,801,raw,0,terminated,0.03632887499406934
0,931,raw,0,terminated,0.04055454200715758
0,1200,raw,0,terminated,0.051395999995293096
0,751,raw,0,terminated,0.03394095797557384
0,839,raw,0,terminated,0.03704929200466722
0,1202,raw,0,terminated,0.055671082984190434
0,1311,raw,0,terminated,0.0634894160029944
0,885,raw,0,terminated,0.03963699997984804
0,1217,raw,0,terminated,0.05554920801660046
0,885,raw,0,terminated,0.044595374987693503
0,919,raw,0,terminated,0.044797415990615264
0,968,raw,0,terminated,0.04763583399471827
0,930,raw,0,terminated,0.041955833992687985
0,992,raw,0,terminated,0.04551566700683907
0,1031,raw,0,terminated,0.04442000002018176
